sim_minute,hour_of_day,solar_output_kw,consumption_kw,battery_level_kwh,net_flow_kw,time_sin,time_cos,is_deficit
19805,18.0833,0.0,0.0667,9.9445,-0.0667,-0.999762,0.021815,0
19806,18.1,0.0,0.0697,9.8748,-0.0697,-0.999657,0.026177,0
19807,18.1167,0.0,0.0702,9.8046,-0.0702,-0.999534,0.030539,0
19808,18.1333,0.0,0.0702,9.7344,-0.0702,-0.999391,0.034899,0
19809,18.15,0.0,0.0738,9.6606,-0.0738,-0.999229,0.03926,0
19810,18.1667,0.0,0.0672,9.5934,-0.0672,-0.999048,0.043619,0
19811,18.1833,0.0,0.0711,9.5223,-0.0711,-0.998848,0.047978,0
19812,18.2,0.0,0.0655,9.4568,-0.0655,-0.99863,0.052336,0
19813,18.2167,0.0,0.0745,9.3823,-0.0745,-0.998392,0.056693,0
19814,18.2333,0.0,0.0723,9.31,-0.0723,-0.998135,0.061049,0
19815,18.25,0.0,0.0719,9.2381,-0.0719,-0.997859,0.065403,0
19816,18.2667,0.0,0.0695,9.1686,-0.0695,-0.997564,0.069756,0
19817,18.2833,0.0,0.0719,9.0967,-0.0719,-0.99725,0.074108,0
19818,18.3,0.0,0.0715,9.0252,-0.0715,-0.996917,0.078459,0
19819,18.3167,0.0,0.0692,8.956,-0.0692,-0.996566,0.082808,0
19820,18.3333,0.0,0.0697,8.8863,-0.0697,-0.996195,0.087156,0
19821,18.35,0.0,0.07,8.8163,-0.07,-0.995805,0.091502,0
19822,18.3667,0.0,0.0719,8.7444,-0.0719,-0.995396,0.095846,0
19823,18.3833,0.0,0.0728,8.6716,-0.0728,-0.994969,0.100188,0
19824,18.4,0.0,0.0681,8.6035,-0.0681,-0.994522,0.104528,0
19825,18.4167,0.0,0.0686,8.5349,-0.0686,-0.994056,0.108867,0
19826,18.4333,0.0,0.07,8.4649,-0.07,-0.993572,0.113203,0
19827,18.45,0.0,0.066,8.3989,-0.066,-0.993068,0.117537,0
19828,18.4667,0.0,0.0709,8.328,-0.0709,-0.992546,0.121869,0
19829,18.4833,0.0,0.0714,8.2566,-0.0714,-0.992005,0.126199,0
19830,18.5,0.0,0.0713,8.1853,-0.0713,-0.991445,0.130526,0
19831,18.5167,0.0,0.0682,8.1171,-0.0682,-0.990866,0.134851,0
19832,18.5333,0.0,0.071,8.0461,-0.071,-0.990268,0.139173,0
19833,18.55,0.0,0.0654,7.9807,-0.0654,-0.989651,0.143493,0
19834,18.5667,0.0,0.072,7.9087,-0.072,-0.989016,0.147809,0
19835,18.5833,0.0,0.0674,7.8413,-0.0674,-0.988362,0.152123,0
19836,18.6,0.0,0.0714,7.7699,-0.0714,-0.987688,0.156434,0
19837,18.6167,0.0,0.0682,7.7017,-0.0682,-0.986996,0.160743,0
19838,18.6333,0.0,0.0683,7.6334,-0.0683,-0.986286,0.165048,0
19839,18.65,0.0,0.0687,7.5647,-0.0687,-0.985556,0.16935,0
19840,18.6667,0.0,0.0698,7.4949,-0.0698,-0.984808,0.173648,0
19841,18.6833,0.0,0.0696,7.4253,-0.0696,-0.984041,0.177944,0
19842,18.7,0.0,0.0711,7.3542,-0.0711,-0.983255,0.182236,0
19843,18.7167,0.0,0.0718,7.2824,-0.0718,-0.98245,0.186524,0
19844,18.7333,0.0,0.069,7.2134,-0.069,-0.981627,0.190809,0
19845,18.75,0.0,0.0722,7.1412,-0.0722,-0.980785,0.19509,0
19846,18.7667,0.0,0.0724,7.0688,-0.0724,-0.979925,0.199368,0
19847,18.7833,0.0,0.0709,6.9979,-0.0709,-0.979045,0.203642,0
19848,18.8,0.0,0.0697,6.9282,-0.0697,-0.978148,0.207912,0
19849,18.8167,0.0,0.0709,6.8573,-0.0709,-0.977231,0.212178,0
19850,18.8333,0.0,0.0692,6.7881,-0.0692,-0.976296,0.21644,0
19851,18.85,0.0,0.07,6.7181,-0.07,-0.975342,0.220697,0
19852,18.8667,0.0,0.0693,6.6488,-0.0693,-0.97437,0.224951,0
19853,18.8833,0.0,0.0699,6.5789,-0.0699,-0.973379,0.2292,0
19854,18.9,0.0,0.0736,6.5053,-0.0736,-0.97237,0.233445,0
19855,18.9167,0.0,0.0702,6.4351,-0.0702,-0.971342,0.237686,0
19856,18.9333,0.0,0.0694,6.3657,-0.0694,-0.970296,0.241922,0
19857,18.95,0.0,0.0725,6.2932,-0.0725,-0.969231,0.246153,0
19858,18.9667,0.0,0.0694,6.2238,-0.0694,-0.968148,0.25038,0
19859,18.9833,0.0,0.0713,6.1525,-0.0713,-0.967046,0.254602,0
19860,19.0,0.0,0.0693,6.0832,-0.0693,-0.965926,0.258819,0
19861,19.0167,0.0,0.069,6.0142,-0.069,-0.964787,0.263031,0
19862,19.0333,0.0,0.0716,5.9426,-0.0716,-0.96363,0.267238,0
19863,19.05,0.0,0.0725,5.8701,-0.0725,-0.962455,0.27144,0
19864,19.0667,0.0,0.0692,5.8009,-0.0692,-0.961262,0.275637,0
19865,19.0833,0.0,0.0716,5.7293,-0.0716,-0.96005,0.279829,0
19866,19.1,0.0,0.0685,5.6608,-0.0685,-0.95882,0.284015,0
19867,19.1167,0.0,0.0725,5.5883,-0.0725,-0.957571,0.288196,0
19868,19.1333,0.0,0.0684,5.5199,-0.0684,-0.956305,0.292372,0
19869,19.15,0.0,0.0702,5.4497,-0.0702,-0.95502,0.296542,0
19870,19.1667,0.0,0.0681,5.3816,-0.0681,-0.953717,0.300706,0
19871,19.1833,0.0,0.0703,5.3113,-0.0703,-0.952396,0.304864,0
19872,19.2,0.0,0.0689,5.2424,-0.0689,-0.951057,0.309017,0
19873,19.2167,0.0,0.0721,5.1703,-0.0721,-0.949699,0.313164,0
19874,19.2333,0.0,0.0683,5.102,-0.0683,-0.948324,0.317305,0
19875,19.25,0.0,0.0714,5.0306,-0.0714,-0.94693,0.321439,0
19876,19.2667,0.0,0.0712,4.9594,-0.0712,-0.945519,0.325568,0
19877,19.2833,0.0,0.0691,4.8903,-0.0691,-0.944089,0.329691,0
19878,19.3,0.0,0.0702,4.8201,-0.0702,-0.942641,0.333807,0
19879,19.3167,0.0,0.0696,4.7505,-0.0696,-0.941176,0.337917,0
19880,19.3333,0.0,0.0715,4.679,-0.0715,-0.939693,0.34202,0
19881,19.35,0.0,0.0722,4.6068,-0.0722,-0.938191,0.346117,0
19882,19.3667,0.0,0.0699,4.5369,-0.0699,-0.936672,0.350207,0
19883,19.3833,0.0,0.0696,4.4673,-0.0696,-0.935135,0.354291,0
19884,19.4,0.0,0.0672,4.4001,-0.0672,-0.93358,0.358368,0
19885,19.4167,0.0,0.069,4.3311,-0.069,-0.932008,0.362438,0
19886,19.4333,0.0,0.0703,4.2608,-0.0703,-0.930418,0.366501,0
19887,19.45,0.0,0.0684,4.1924,-0.0684,-0.92881,0.370557,0
19888,19.4667,0.0,0.071,4.1214,-0.071,-0.927184,0.374607,0
19889,19.4833,0.0,0.069,4.0524,-0.069,-0.925541,0.378649,0
19890,19.5,0.0,0.0706,3.9818,-0.0706,-0.92388,0.382683,0
19891,19.5167,0.0,0.0684,3.9134,-0.0684,-0.922201,0.386711,0
19892,19.5333,0.0,0.0697,3.8437,-0.0697,-0.920505,0.390731,0
19893,19.55,0.0,0.0674,3.7763,-0.0674,-0.918791,0.394744,0
19894,19.5667,0.0,0.0713,3.705,-0.0713,-0.91706,0.398749,0
19895,19.5833,0.0,0.0673,3.6377,-0.0673,-0.915311,0.402747,0
19896,19.6,0.0,0.0695,3.5682,-0.0695,-0.913545,0.406737,0
19897,19.6167,0.0,0.0712,3.497,-0.0712,-0.911762,0.410719,0
19898,19.6333,0.0,0.0691,3.4279,-0.0691,-0.909961,0.414693,0
19899,19.65,0.0,0.0682,3.3597,-0.0682,-0.908143,0.41866,0
19900,19.6667,0.0,0.07,3.2897,-0.07,-0.906308,0.422618,0
19901,19.6833,0.0,0.0721,3.2176,-0.0721,-0.904455,0.426569,0
19902,19.7,0.0,0.0723,3.1453,-0.0723,-0.902585,0.430511,0
19903,19.7167,0.0,0.0678,3.0775,-0.0678,-0.900698,0.434445,0
19904,19.7333,0.0,0.0692,3.0083,-0.0692,-0.898794,0.438371,0
19905,19.75,0.0,0.0674,2.9409,-0.0674,-0.896873,0.442289,0
19906,19.7667,0.0,0.0691,2.8718,-0.0691,-0.894934,0.446198,0
19907,19.7833,0.0,0.0689,2.8029,-0.0689,-0.892979,0.450098,0
19908,19.8,0.0,0.0738,2.7291,-0.0738,-0.891007,0.45399,0
19909,19.8167,0.0,0.071,2.6581,-0.071,-0.889017,0.457874,0
19910,19.8333,0.0,0.0729,2.5852,-0.0729,-0.887011,0.461749,0
19911,19.85,0.0,0.0698,2.5154,-0.0698,-0.884988,0.465615,0
19912,19.8667,0.0,0.07,2.4454,-0.07,-0.882948,0.469472,0
19913,19.8833,0.0,0.074,2.3714,-0.074,-0.880891,0.47332,0
19914,19.9,0.0,0.0699,2.3015,-0.0699,-0.878817,0.477159,0
19915,19.9167,0.0,0.0659,2.2356,-0.0659,-0.876727,0.480989,0
19916,19.9333,0.0,0.073,2.1626,-0.073,-0.87462,0.48481,0
19917,19.95,0.0,0.0691,2.0935,-0.0691,-0.872496,0.488621,0
19918,19.9667,0.0,0.0694,2.0241,-0.0694,-0.870356,0.492424,0
19919,19.9833,0.0,0.0713,1.9528,-0.0713,-0.868199,0.496217,0
19920,20.0,0.0,0.0653,1.8875,-0.0653,-0.866025,0.5,0
19921,20.0167,0.0,0.0723,1.8152,-0.0723,-0.863836,0.503774,0
19922,20.0333,0.0,0.0688,1.7464,-0.0688,-0.861629,0.507538,0
19923,20.05,0.0,0.0682,1.6782,-0.0682,-0.859406,0.511293,0
19924,20.0667,0.0,0.0684,1.6098,-0.0684,-0.857167,0.515038,0
19925,20.0833,0.0,0.0693,1.5405,-0.0693,-0.854912,0.518773,0
19926,20.1,0.0,0.0656,1.4749,-0.0656,-0.85264,0.522499,0
19927,20.1167,0.0,0.0685,1.4064,-0.0685,-0.850352,0.526214,0
19928,20.1333,0.0,0.0721,1.3343,-0.0721,-0.848048,0.529919,0
19929,20.15,0.0,0.0687,1.2656,-0.0687,-0.845728,0.533615,0
19930,20.1667,0.0,0.0724,1.1932,-0.0724,-0.843391,0.5373,0
19931,20.1833,0.0,0.0724,1.1208,-0.0724,-0.841039,0.540974,0
19932,20.2,0.0,0.0698,1.051,-0.0698,-0.838671,0.544639,0
19933,20.2167,0.0,0.0685,0.9825,-0.0685,-0.836286,0.548293,0
19934,20.2333,0.0,0.0696,0.9129,-0.0696,-0.833886,0.551937,0
19935,20.25,0.0,0.0663,0.8466,-0.0663,-0.83147,0.55557,0
19936,20.2667,0.0,0.0683,0.7783,-0.0683,-0.829038,0.559193,0
19937,20.2833,0.0,0.0728,0.7055,-0.0728,-0.82659,0.562805,0
19938,20.3,0.0,0.0721,0.6334,-0.0721,-0.824126,0.566406,0
19939,20.3167,0.0,0.0691,0.5643,-0.0691,-0.821647,0.569997,0
19940,20.3333,0.0,0.0692,0.4951,-0.0692,-0.819152,0.573576,0
19941,20.35,0.0,0.0688,0.4263,-0.0688,-0.816642,0.577145,0
19942,20.3667,0.0,0.0708,0.3555,-0.0708,-0.814116,0.580703,0
19943,20.3833,0.0,0.067,0.2885,-0.067,-0.811574,0.58425,0
19944,20.4,0.0,0.0703,0.2182,-0.0703,-0.809017,0.587785,0
19945,20.4167,0.0,0.0724,0.1458,-0.0724,-0.806445,0.59131,0
19946,20.4333,0.0,0.0682,0.0776,-0.0682,-0.803857,0.594823,0
19947,20.45,0.0,0.0688,0.0088,-0.0688,-0.801254,0.598325,0
19948,20.4667,0.0,0.075,0.0,-0.075,-0.798636,0.601815,1
19949,20.4833,0.0,0.0692,0.0,-0.0692,-0.796002,0.605294,1
19950,20.5,0.0,0.0725,0.0,-0.0725,-0.793353,0.608761,1
19951,20.5167,0.0,0.0704,0.0,-0.0704,-0.79069,0.612217,1
19952,20.5333,0.0,0.0681,0.0,-0.0681,-0.788011,0.615661,1
19953,20.55,0.0,0.0715,0.0,-0.0715,-0.785317,0.619094,1
19954,20.5667,0.0,0.0703,0.0,-0.0703,-0.782608,0.622515,1
19955,20.5833,0.0,0.071,0.0,-0.071,-0.779884,0.625923,1
19956,20.6,0.0,0.0702,0.0,-0.0702,-0.777146,0.62932,1
19957,20.6167,0.0,0.0693,0.0,-0.0693,-0.774393,0.632705,1
19958,20.6333,0.0,0.0681,0.0,-0.0681,-0.771625,0.636078,1
19959,20.65,0.0,0.0709,0.0,-0.0709,-0.768842,0.639439,1
19960,20.6667,0.0,0.0666,0.0,-0.0666,-0.766044,0.642788,1
19961,20.6833,0.0,0.0642,0.0,-0.0642,-0.763232,0.646124,1
19962,20.7,0.0,0.0713,0.0,-0.0713,-0.760406,0.649448,1
19963,20.7167,0.0,0.0704,0.0,-0.0704,-0.757565,0.65276,1
19964,20.7333,0.0,0.0705,0.0,-0.0705,-0.75471,0.656059,1
19965,20.75,0.0,0.0644,0.0,-0.0644,-0.75184,0.659346,1
19966,20.7667,0.0,0.0705,0.0,-0.0705,-0.748956,0.66262,1
19967,20.7833,0.0,0.0699,0.0,-0.0699,-0.746057,0.665882,1
19968,20.8,0.0,0.0705,0.0,-0.0705,-0.743145,0.669131,1
19969,20.8167,0.0,0.0708,0.0,-0.0708,-0.740218,0.672367,1
19970,20.8333,0.0,0.0711,0.0,-0.0711,-0.737277,0.67559,1
19971,20.85,0.0,0.0698,0.0,-0.0698,-0.734323,0.678801,1
19972,20.8667,0.0,0.0727,0.0,-0.0727,-0.731354,0.681998,1
19973,20.8833,0.0,0.0701,0.0,-0.0701,-0.728371,0.685183,1
19974,20.9,0.0,0.067,0.0,-0.067,-0.725374,0.688355,1
19975,20.9167,0.0,0.068,0.0,-0.068,-0.722364,0.691513,1
19976,20.9333,0.0,0.0703,0.0,-0.0703,-0.71934,0.694658,1
19977,20.95,0.0,0.0708,0.0,-0.0708,-0.716302,0.69779,1
19978,20.9667,0.0,0.0691,0.0,-0.0691,-0.71325,0.700909,1
19979,20.9833,0.0,0.0708,0.0,-0.0708,-0.710185,0.704015,1
19980,21.0,0.0,0.0694,0.0,-0.0694,-0.707107,0.707107,1
19981,21.0167,0.0,0.0699,0.0,-0.0699,-0.704015,0.710185,1
19982,21.0333,0.0,0.0688,0.0,-0.0688,-0.700909,0.71325,1
19983,21.05,0.0,0.0727,0.0,-0.0727,-0.69779,0.716302,1
19984,21.0667,0.0,0.0689,0.0,-0.0689,-0.694658,0.71934,1
19985,21.0833,0.0,0.0704,0.0,-0.0704,-0.691513,0.722364,1
19986,21.1,0.0,0.0712,0.0,-0.0712,-0.688355,0.725374,1
19987,21.1167,0.0,0.069,0.0,-0.069,-0.685183,0.728371,1
19988,21.1333,0.0,0.0728,0.0,-0.0728,-0.681998,0.731354,1
19989,21.15,0.0,0.0738,0.0,-0.0738,-0.678801,0.734323,1
19990,21.1667,0.0,0.0689,0.0,-0.0689,-0.67559,0.737277,1
19991,21.1833,0.0,0.0707,0.0,-0.0707,-0.672367,0.740218,1
19992,21.2,0.0,0.0677,0.0,-0.0677,-0.669131,0.743145,1
19993,21.2167,0.0,0.0719,0.0,-0.0719,-0.665882,0.746057,1
19994,21.2333,0.0,0.0713,0.0,-0.0713,-0.66262,0.748956,1
19995,21.25,0.0,0.0692,0.0,-0.0692,-0.659346,0.75184,1
19996,21.2667,0.0,0.0704,0.0,-0.0704,-0.656059,0.75471,1
19997,21.2833,0.0,0.0704,0.0,-0.0704,-0.65276,0.757565,1
19998,21.3,0.0,0.0699,0.0,-0.0699,-0.649448,0.760406,1
19999,21.3167,0.0,0.0697,0.0,-0.0697,-0.646124,0.763232,1
20000,21.3333,0.0,0.0735,0.0,-0.0735,-0.642788,0.766044,1
20001,21.35,0.0,0.069,0.0,-0.069,-0.639439,0.768842,1
20002,21.3667,0.0,0.0724,0.0,-0.0724,-0.636078,0.771625,1
20003,21.3833,0.0,0.0699,0.0,-0.0699,-0.632705,0.774393,1
20004,21.4,0.0,0.066,0.0,-0.066,-0.62932,0.777146,1
20005,21.4167,0.0,0.0709,0.0,-0.0709,-0.625923,0.779884,1
20006,21.4333,0.0,0.0688,0.0,-0.0688,-0.622515,0.782608,1
20007,21.45,0.0,0.1156,0.0,-0.1156,-0.619094,0.785317,1
20008,21.4667,0.0,0.1169,0.0,-0.1169,-0.615661,0.788011,1
20009,21.4833,0.0,0.1194,0.0,-0.1194,-0.612217,0.79069,1
20010,21.5,0.0,0.1188,0.0,-0.1188,-0.608761,0.793353,1
20011,21.5167,0.0,0.116,0.0,-0.116,-0.605294,0.796002,1
20012,21.5333,0.0,0.1172,0.0,-0.1172,-0.601815,0.798636,1
20013,21.55,0.0,0.1139,0.0,-0.1139,-0.598325,0.801254,1
20014,21.5667,0.0,0.1168,0.0,-0.1168,-0.594823,0.803857,1
20015,21.5833,0.0,0.1146,0.0,-0.1146,-0.59131,0.806445,1
20016,21.6,0.0,0.1205,0.0,-0.1205,-0.587785,0.809017,1
20017,21.6167,0.0,0.1158,0.0,-0.1158,-0.58425,0.811574,1
20018,21.6333,0.0,0.117,0.0,-0.117,-0.580703,0.814116,1
20019,21.65,0.0,0.1196,0.0,-0.1196,-0.577145,0.816642,1
20020,21.6667,0.0,0.1145,0.0,-0.1145,-0.573576,0.819152,1
20021,21.6833,0.0,0.1187,0.0,-0.1187,-0.569997,0.821647,1
20022,21.7,0.0,0.1159,0.0,-0.1159,-0.566406,0.824126,1
20023,21.7167,0.0,0.1135,0.0,-0.1135,-0.562805,0.82659,1
20024,21.7333,0.0,0.1145,0.0,-0.1145,-0.559193,0.829038,1
20025,21.75,0.0,0.1173,0.0,-0.1173,-0.55557,0.83147,1
20026,21.7667,0.0,0.1157,0.0,-0.1157,-0.551937,0.833886,1
20027,21.7833,0.0,0.1168,0.0,-0.1168,-0.548293,0.836286,1
20028,21.8,0.0,0.1181,0.0,-0.1181,-0.544639,0.838671,1
20029,21.8167,0.0,0.114,0.0,-0.114,-0.540974,0.841039,1
20030,21.8333,0.0,0.114,0.0,-0.114,-0.5373,0.843391,1
20031,21.85,0.0,0.1145,0.0,-0.1145,-0.533615,0.845728,1
20032,21.8667,0.0,0.1189,0.0,-0.1189,-0.529919,0.848048,1
20033,21.8833,0.0,0.1191,0.0,-0.1191,-0.526214,0.850352,1
20034,21.9,0.0,0.1173,0.0,-0.1173,-0.522499,0.85264,1
20035,21.9167,0.0,0.1158,0.0,-0.1158,-0.518773,0.854912,1
20036,21.9333,0.0,0.1158,0.0,-0.1158,-0.515038,0.857167,1
20037,21.95,0.0,0.0685,0.0,-0.0685,-0.511293,0.859406,1
20038,21.9667,0.0,0.069,0.0,-0.069,-0.507538,0.861629,1
20039,21.9833,0.0,0.0733,0.0,-0.0733,-0.503774,0.863836,1
20040,22.0,0.0,0.0164,0.0,-0.0164,-0.5,0.866025,1
20041,22.0167,0.0,0.0186,0.0,-0.0186,-0.496217,0.868199,1
20042,22.0333,0.0,0.0185,0.0,-0.0185,-0.492424,0.870356,1
20043,22.05,0.0,0.0143,0.0,-0.0143,-0.488621,0.872496,1
20044,22.0667,0.0,0.0146,0.0,-0.0146,-0.48481,0.87462,1
20045,22.0833,0.0,0.0182,0.0,-0.0182,-0.480989,0.876727,1
20046,22.1,0.0,0.0174,0.0,-0.0174,-0.477159,0.878817,1
20047,22.1167,0.0,0.0172,0.0,-0.0172,-0.47332,0.880891,1
20048,22.1333,0.0,0.0181,0.0,-0.0181,-0.469472,0.882948,1
20049,22.15,0.0,0.0138,0.0,-0.0138,-0.465615,0.884988,1
20050,22.1667,0.0,0.017,0.0,-0.017,-0.461749,0.887011,1
20051,22.1833,0.0,0.017,0.0,-0.017,-0.457874,0.889017,1
20052,22.2,0.0,0.0144,0.0,-0.0144,-0.45399,0.891007,1
20053,22.2167,0.0,0.0193,0.0,-0.0193,-0.450098,0.892979,1
20054,22.2333,0.0,0.0183,0.0,-0.0183,-0.446198,0.894934,1
20055,22.25,0.0,0.0169,0.0,-0.0169,-0.442289,0.896873,1
20056,22.2667,0.0,0.0164,0.0,-0.0164,-0.438371,0.898794,1
20057,22.2833,0.0,0.0144,0.0,-0.0144,-0.434445,0.900698,1
20058,22.3,0.0,0.0161,0.0,-0.0161,-0.430511,0.902585,1
20059,22.3167,0.0,0.0154,0.0,-0.0154,-0.426569,0.904455,1
20060,22.3333,0.0,0.0178,0.0,-0.0178,-0.422618,0.906308,1
20061,22.35,0.0,0.0166,0.0,-0.0166,-0.41866,0.908143,1
20062,22.3667,0.0,0.0169,0.0,-0.0169,-0.414693,0.909961,1
20063,22.3833,0.0,0.0141,0.0,-0.0141,-0.410719,0.911762,1
20064,22.4,0.0,0.0159,0.0,-0.0159,-0.406737,0.913545,1
20065,22.4167,0.0,0.015,0.0,-0.015,-0.402747,0.915311,1
20066,22.4333,0.0,0.017,0.0,-0.017,-0.398749,0.91706,1
20067,22.45,0.0,0.0203,0.0,-0.0203,-0.394744,0.918791,1
20068,22.4667,0.0,0.0169,0.0,-0.0169,-0.390731,0.920505,1
20069,22.4833,0.0,0.0179,0.0,-0.0179,-0.386711,0.922201,1
20070,22.5,0.0,0.013,0.0,-0.013,-0.382683,0.92388,1
20071,22.5167,0.0,0.0169,0.0,-0.0169,-0.378649,0.925541,1
20072,22.5333,0.0,0.0144,0.0,-0.0144,-0.374607,0.927184,1
20073,22.55,0.0,0.0168,0.0,-0.0168,-0.370557,0.92881,1
20074,22.5667,0.0,0.0174,0.0,-0.0174,-0.366501,0.930418,1
20075,22.5833,0.0,0.0181,0.0,-0.0181,-0.362438,0.932008,1
20076,22.6,0.0,0.0192,0.0,-0.0192,-0.358368,0.93358,1
20077,22.6167,0.0,0.021,0.0,-0.021,-0.354291,0.935135,1
20078,22.6333,0.0,0.0172,0.0,-0.0172,-0.350207,0.936672,1
20079,22.65,0.0,0.0173,0.0,-0.0173,-0.346117,0.938191,1
20080,22.6667,0.0,0.0203,0.0,-0.0203,-0.34202,0.939693,1
20081,22.6833,0.0,0.0166,0.0,-0.0166,-0.337917,0.941176,1
20082,22.7,0.0,0.0206,0.0,-0.0206,-0.333807,0.942641,1
20083,22.7167,0.0,0.0141,0.0,-0.0141,-0.329691,0.944089,1
20084,22.7333,0.0,0.0176,0.0,-0.0176,-0.325568,0.945519,1
20085,22.75,0.0,0.0149,0.0,-0.0149,-0.321439,0.94693,1
20086,22.7667,0.0,0.0155,0.0,-0.0155,-0.317305,0.948324,1
20087,22.7833,0.0,0.0194,0.0,-0.0194,-0.313164,0.949699,1
20088,22.8,0.0,0.0151,0.0,-0.0151,-0.309017,0.951057,1
20089,22.8167,0.0,0.0176,0.0,-0.0176,-0.304864,0.952396,1
20090,22.8333,0.0,0.0142,0.0,-0.0142,-0.300706,0.953717,1
20091,22.85,0.0,0.0158,0.0,-0.0158,-0.296542,0.95502,1
20092,22.8667,0.0,0.0178,0.0,-0.0178,-0.292372,0.956305,1
20093,22.8833,0.0,0.0148,0.0,-0.0148,-0.288196,0.957571,1
20094,22.9,0.0,0.016,0.0,-0.016,-0.284015,0.95882,1
20095,22.9167,0.0,0.0166,0.0,-0.0166,-0.279829,0.96005,1
20096,22.9333,0.0,0.0147,0.0,-0.0147,-0.275637,0.961262,1
20097,22.95,0.0,0.019,0.0,-0.019,-0.27144,0.962455,1
20098,22.9667,0.0,0.0173,0.0,-0.0173,-0.267238,0.96363,1
20099,22.9833,0.0,0.0185,0.0,-0.0185,-0.263031,0.964787,1
20100,23.0,0.0,0.0194,0.0,-0.0194,-0.258819,0.965926,1
20101,23.0167,0.0,0.015,0.0,-0.015,-0.254602,0.967046,1
20102,23.0333,0.0,0.017,0.0,-0.017,-0.25038,0.968148,1
20103,23.05,0.0,0.0146,0.0,-0.0146,-0.246153,0.969231,1
20104,23.0667,0.0,0.0157,0.0,-0.0157,-0.241922,0.970296,1
20105,23.0833,0.0,0.0142,0.0,-0.0142,-0.237686,0.971342,1
20106,23.1,0.0,0.0175,0.0,-0.0175,-0.233445,0.97237,1
20107,23.1167,0.0,0.0167,0.0,-0.0167,-0.2292,0.973379,1
20108,23.1333,0.0,0.0185,0.0,-0.0185,-0.224951,0.97437,1
20109,23.15,0.0,0.0193,0.0,-0.0193,-0.220697,0.975342,1
20110,23.1667,0.0,0.0144,0.0,-0.0144,-0.21644,0.976296,1
20111,23.1833,0.0,0.0183,0.0,-0.0183,-0.212178,0.977231,1
20112,23.2,0.0,0.0176,0.0,-0.0176,-0.207912,0.978148,1
20113,23.2167,0.0,0.0158,0.0,-0.0158,-0.203642,0.979045,1
20114,23.2333,0.0,0.0189,0.0,-0.0189,-0.199368,0.979925,1
20115,23.25,0.0,0.0174,0.0,-0.0174,-0.19509,0.980785,1
20116,23.2667,0.0,0.0177,0.0,-0.0177,-0.190809,0.981627,1
20117,23.2833,0.0,0.0137,0.0,-0.0137,-0.186524,0.98245,1
20118,23.3,0.0,0.015,0.0,-0.015,-0.182236,0.983255,1
20119,23.3167,0.0,0.0177,0.0,-0.0177,-0.177944,0.984041,1
20120,23.3333,0.0,0.0213,0.0,-0.0213,-0.173648,0.984808,1
20121,23.35,0.0,0.0183,0.0,-0.0183,-0.16935,0.985556,1
20122,23.3667,0.0,0.0194,0.0,-0.0194,-0.165048,0.986286,1
20123,23.3833,0.0,0.015,0.0,-0.015,-0.160743,0.986996,1
20124,23.4,0.0,0.0171,0.0,-0.0171,-0.156434,0.987688,1
20125,23.4167,0.0,0.016,0.0,-0.016,-0.152123,0.988362,1
20126,23.4333,0.0,0.0147,0.0,-0.0147,-0.147809,0.989016,1
20127,23.45,0.0,0.0147,0.0,-0.0147,-0.143493,0.989651,1
20128,23.4667,0.0,0.0147,0.0,-0.0147,-0.139173,0.990268,1
20129,23.4833,0.0,0.017,0.0,-0.017,-0.134851,0.990866,1
20130,23.5,0.0,0.0194,0.0,-0.0194,-0.130526,0.991445,1
20131,23.5167,0.0,0.0164,0.0,-0.0164,-0.126199,0.992005,1
20132,23.5333,0.0,0.0164,0.0,-0.0164,-0.121869,0.992546,1
20133,23.55,0.0,0.0185,0.0,-0.0185,-0.117537,0.993068,1
20134,23.5667,0.0,0.0118,0.0,-0.0118,-0.113203,0.993572,1
20135,23.5833,0.0,0.0126,0.0,-0.0126,-0.108867,0.994056,1
20136,23.6,0.0,0.0229,0.0,-0.0229,-0.104528,0.994522,1
20137,23.6167,0.0,0.0155,0.0,-0.0155,-0.100188,0.994969,1
20138,23.6333,0.0,0.0188,0.0,-0.0188,-0.095846,0.995396,1
20139,23.65,0.0,0.016,0.0,-0.016,-0.091502,0.995805,1
20140,23.6667,0.0,0.0177,0.0,-0.0177,-0.087156,0.996195,1
20141,23.6833,0.0,0.0167,0.0,-0.0167,-0.082808,0.996566,1
20142,23.7,0.0,0.0211,0.0,-0.0211,-0.078459,0.996917,1
20143,23.7167,0.0,0.019,0.0,-0.019,-0.074108,0.99725,1
20144,23.7333,0.0,0.0199,0.0,-0.0199,-0.069756,0.997564,1
20145,23.75,0.0,0.0192,0.0,-0.0192,-0.065403,0.997859,1
20146,23.7667,0.0,0.0155,0.0,-0.0155,-0.061049,0.998135,1
20147,23.7833,0.0,0.0161,0.0,-0.0161,-0.056693,0.998392,1
20148,23.8,0.0,0.0167,0.0,-0.0167,-0.052336,0.99863,1
20149,23.8167,0.0,0.0168,0.0,-0.0168,-0.047978,0.998848,1
20150,23.8333,0.0,0.0157,0.0,-0.0157,-0.043619,0.999048,1
20151,23.85,0.0,0.0177,0.0,-0.0177,-0.03926,0.999229,1
20152,23.8667,0.0,0.0156,0.0,-0.0156,-0.034899,0.999391,1
20153,23.8833,0.0,0.012,0.0,-0.012,-0.030539,0.999534,1
20154,23.9,0.0,0.0147,0.0,-0.0147,-0.026177,0.999657,1
